HS_SIX	SCTG_TWO	SCTG_GROUP	NOTES
580132	30	25-30	
580133	30	25-30	
580136	30	25-30	
580137	30	25-30	
580190	30	25-30	
580211	30	25-30	
580219	30	25-30	
580220	30	25-30	
580230	30	25-30	
580300	30	25-30	
580410	30	25-30	
580421	30	25-30	
580429	30	25-30	
580430	30	25-30	
580500	30	25-30	
580610	30	25-30	
580620	30	25-30	
580631	30	25-30	
580632	30	25-30	
580639	30	25-30	
580640	30	25-30	
580710	30	25-30	
580790	30	25-30	
580810	30	25-30	
580890	30	25-30	
580900	30	25-30	
581010	30	25-30	
581091	30	25-30	
581092	30	25-30	
581099	30	25-30	
581100	30	25-30	
590110	30	25-30	
590190	30	25-30	
590210	30	25-30	
590220	30	25-30	
590290	30	25-30	
590310	30	25-30	
590320	30	25-30	
590390	30	25-30	
590410	40	39-43	
590490	40	39-43	
590500	30	25-30	
590610	30	25-30	
590691	30	25-30	
590699	30	25-30	
590700	30	25-30	
590800	30	25-30	
590900	30	25-30	
591000	30	25-30	
591110	30	25-30	
591120	30	25-30	
591131	30	25-30	
591132	30	25-30	
591140	30	25-30	
591190	30	25-30	
600110	30	25-30	
600121	30	25-30	
600122	30	25-30	
600129	30	25-30	
600191	30	25-30	
600192	30	25-30	
600199	30	25-30	
600240	30	25-30	
600290	30	25-30	
600310	30	25-30	
600320	30	25-30	
600330	30	25-30	
600340	30	25-30	
600390	30	25-30	
600410	30	25-30	
600490	30	25-30	
600521	30	25-30	
600522	30	25-30	
600523	30	25-30	
600524	30	25-30	
600531	30	25-30	
600532	30	25-30	
600533	30	25-30	
600534	30	25-30	
600541	30	25-30	
600542	30	25-30	
600543	30	25-30	
600544	30	25-30	
600590	30	25-30	
600610	30	25-30	
600621	30	25-30	
600622	30	25-30	
600623	30	25-30	
600624	30	25-30	
600631	30	25-30	
600632	30	25-30	
600633	30	25-30	
600634	30	25-30	
600641	30	25-30	
600642	30	25-30	
600643	30	25-30	
600644	30	25-30	
600690	30	25-30	
610120	30	25-30	
610130	30	25-30	
610190	30	25-30	
610210	30	25-30	
610220	30	25-30	
610230	30	25-30	
610290	30	25-30	
610310	30	25-30	
610322	30	25-30	
610323	30	25-30	
610329	30	25-30	
610331	30	25-30	
610332	30	25-30	
610333	30	25-30	
610339	30	25-30	
610341	30	25-30	
610342	30	25-30	
610343	30	25-30	
610349	30	25-30	
610413	30	25-30	
610419	30	25-30	
610422	30	25-30	
610423	30	25-30	
610429	30	25-30	
610431	30	25-30	
610432	30	25-30	
610433	30	25-30	
610439	30	25-30	
610441	30	25-30	
610442	30	25-30	
610443	30	25-30	
610444	30	25-30	
610449	30	25-30	
610451	30	25-30	
610452	30	25-30	
610453	30	25-30	
610459	30	25-30	
610461	30	25-30	
610462	30	25-30	
610463	30	25-30	
610469	30	25-30	
610510	30	25-30	
610520	30	25-30	
610590	30	25-30	
610610	30	25-30	
610620	30	25-30	
610690	30	25-30	
610711	30	25-30	
610712	30	25-30	
610719	30	25-30	
610721	30	25-30	
610722	30	25-30	
610729	30	25-30	
610791	30	25-30	
610799	30	25-30	
610811	30	25-30	
610819	30	25-30	
610821	30	25-30	
610822	30	25-30	
610829	30	25-30	
610831	30	25-30	
610832	30	25-30	
610839	30	25-30	
610891	30	25-30	
610892	30	25-30	
610899	30	25-30	
610910	30	25-30	
610990	30	25-30	
611011	30	25-30	
611012	30	25-30	
611019	30	25-30	
611020	30	25-30	
611030	30	25-30	
611090	30	25-30	
611120	30	25-30	
611130	30	25-30	
611190	30	25-30	
611211	30	25-30	
611212	30	25-30	
611219	30	25-30	
611220	30	25-30	
611231	30	25-30	
611239	30	25-30	
611241	30	25-30	
611249	30	25-30	
611300	30	25-30	
611420	30	25-30	
611430	30	25-30	
611490	30	25-30	
611510	30	25-30	
611521	30	25-30	
611522	30	25-30	
611529	30	25-30	
611530	30	25-30	
611594	30	25-30	
611595	30	25-30	
611596	30	25-30	
611599	30	25-30	
611610	30	25-30	
611691	30	25-30	
611692	30	25-30	
611693	30	25-30	
611699	30	25-30	
611710	30	25-30	
611780	30	25-30	
611790	30	25-30	
620111	30	25-30	
620112	30	25-30	
620113	30	25-30	
620119	30	25-30	
620191	30	25-30	
620192	30	25-30	
620193	30	25-30	
620199	30	25-30	
620211	30	25-30	
620212	30	25-30	
620213	30	25-30	
620219	30	25-30	
620291	30	25-30	
620292	30	25-30	
620293	30	25-30	
620299	30	25-30	
620311	30	25-30	
620312	30	25-30	
620319	30	25-30	
620322	30	25-30	
620323	30	25-30	
620329	30	25-30	
620331	30	25-30	
620332	30	25-30	
620333	30	25-30	
620339	30	25-30	
620341	30	25-30	
620342	30	25-30	
620343	30	25-30	
620349	30	25-30	
620411	30	25-30	
620412	30	25-30	
620413	30	25-30	
620419	30	25-30	
620421	30	25-30	
620422	30	25-30	
620423	30	25-30	
620429	30	25-30	
620431	30	25-30	
620432	30	25-30	
620433	30	25-30	
620439	30	25-30	
620441	30	25-30	
620442	30	25-30	
620443	30	25-30	
620444	30	25-30	
620449	30	25-30	
620451	30	25-30	
620452	30	25-30	
620453	30	25-30	
620459	30	25-30	
620461	30	25-30	
620462	30	25-30	
620463	30	25-30	
620469	30	25-30	
620520	30	25-30	
620530	30	25-30	
620590	30	25-30	
620610	30	25-30	
620620	30	25-30	
620630	30	25-30	
620640	30	25-30	
620690	30	25-30	
620711	30	25-30	
620719	30	25-30	
620721	30	25-30	
620722	30	25-30	
620729	30	25-30	
620791	30	25-30	
620799	30	25-30	
620811	30	25-30	
620819	30	25-30	
620821	30	25-30	
620822	30	25-30	
620829	30	25-30	
620891	30	25-30	
620892	30	25-30	
620899	30	25-30	
620920	30	25-30	
620930	30	25-30	
620990	30	25-30	
621010	30	25-30	
621020	30	25-30	
621030	30	25-30	
621040	30	25-30	
621050	30	25-30	
621111	30	25-30	
621112	30	25-30	
621120	30	25-30	
621132	30	25-30	
621133	30	25-30	
621139	30	25-30	
621142	30	25-30	
621143	30	25-30	
621149	30	25-30	
621210	30	25-30	
621220	30	25-30	
621230	30	25-30	
621290	30	25-30	
621320	30	25-30	
621390	30	25-30	
621410	30	25-30	
621420	30	25-30	
621430	30	25-30	
621440	30	25-30	
621490	30	25-30	
621510	30	25-30	
621520	30	25-30	
621590	30	25-30	
621600	30	25-30	
621710	30	25-30	
621790	30	25-30	
630110	30	25-30	
630120	30	25-30	
630130	30	25-30	
630140	30	25-30	
630190	30	25-30	
630210	30	25-30	
630221	30	25-30	
630222	30	25-30	
630229	30	25-30	
630231	30	25-30	
630232	30	25-30	
630239	30	25-30	
630240	30	25-30	
630251	30	25-30	
630253	30	25-30	
630259	30	25-30	
630260	30	25-30	
630291	30	25-30	
630293	30	25-30	
630299	30	25-30	
630312	30	25-30	
630319	30	25-30	
630391	30	25-30	
630392	30	25-30	
630399	30	25-30	
630411	30	25-30	
630419	30	25-30	
630491	30	25-30	
630492	30	25-30	
630493	30	25-30	
630499	30	25-30	
630510	30	25-30	
630520	30	25-30	
630532	30	25-30	
630533	30	25-30	
630539	30	25-30	
630590	30	25-30	
630612	30	25-30	
630619	30	25-30	
630622	30	25-30	
630629	30	25-30	
630630	30	25-30	
630640	30	25-30	
630690	30	25-30	
630710	30	25-30	
630720	30	25-30	
630790	30	25-30	
630800	30	25-30	
630900	41	39-43	
631010	41	39-43	
631090	41	39-43	
640110	30	25-30	
640192	30	25-30	A
640199	30	25-30	
640212	40	39-43	
640219	40	39-43	
640220	30	25-30	
640291	30	25-30	
640299	30	25-30	
640312	40	39-43	
640319	40	39-43	
640320	30	25-30	
640340	30	25-30	
640351	30	25-30	
640359	30	25-30	
640391	30	25-30	
640399	30	25-30	
640411	30	25-30	
640419	30	25-30	
640420	30	25-30	
640510	30	25-30	
640520	30	25-30	
640590	30	25-30	
640610	30	25-30	
640620	30	25-30	
640690	30	25-30	
650100	40	39-43	
650200	40	39-43	
650400	30	25-30	
650500	30	25-30	
650610	40	39-43	A
650691	30	25-30	
650699	30	25-30	
650700	30	25-30	
660110	40	39-43	
660191	40	39-43	
660199	40	39-43	
660200	40	39-43	
660320	40	39-43	
660390	40	39-43	
670100	40	39-43	
670210	40	39-43	
670290	40	39-43	
670300	30	25-30	
670411	40	39-43	
670419	40	39-43	
670420	40	39-43	
670490	40	39-43	
680100	31	31-34	
680210	31	31-34	
680221	31	31-34	
680223	31	31-34	
680229	31	31-34	
680291	31	31-34	
680292	31	31-34	
680293	31	31-34	
680299	31	31-34	
680300	31	31-34	
680410	31	31-34	
680421	31	31-34	
680422	31	31-34	
680423	31	31-34	
680430	31	31-34	
680510	31	31-34	
680520	31	31-34	
680530	31	31-34	
680610	31	31-34	
680620	31	31-34	
680690	31	31-34	
680710	31	31-34	
680790	31	31-34	
680800	31	31-34	
680911	31	31-34	
680919	31	31-34	
680990	31	31-34	
681011	31	31-34	
681019	31	31-34	
681091	31	31-34	
681099	31	31-34	
681140	31	31-34	
681181	31	31-34	
681182	31	31-34	
681189	31	31-34	
681280	31	31-34	
681291	31	31-34	
681292	31	31-34	
681293	31	31-34	
681299	31	31-34	
681320	31	31-34	
681381	31	31-34	
681389	31	31-34	
681410	31	31-34	
681490	31	31-34	
681510	31	31-34	
681520	31	31-34	
681591	31	31-34	
681599	31	31-34	
690100	31	31-34	
690210	31	31-34	
690220	31	31-34	
690290	31	31-34	
690310	31	31-34	
690320	31	31-34	
690390	31	31-34	
690410	31	31-34	
690490	31	31-34	
690510	31	31-34	
690590	31	31-34	
690600	31	31-34	
690710	31	31-34	
690790	31	31-34	
690810	31	31-34	
690890	31	31-34	
690911	31	31-34	
690912	31	31-34	
690919	31	31-34	
690990	31	31-34	
691010	31	31-34	
691090	31	31-34	
691110	31	31-34	
691190	31	31-34	
691200	31	31-34	
691310	31	31-34	
691390	31	31-34	
691410	31	31-34	
691490	31	31-34	
700100	41	39-43	
700210	31	31-34	
700220	31	31-34	
700231	31	31-34	
700232	31	31-34	
700239	31	31-34	
700312	31	31-34	
700319	31	31-34	
700320	31	31-34	
700330	31	31-34	
700420	31	31-34	
700490	31	31-34	
700510	31	31-34	
700521	31	31-34	
700529	31	31-34	
700530	31	31-34	
700600	31	31-34	
700711	31	31-34	
700719	31	31-34	
700721	31	31-34	
700729	31	31-34	
700800	31	31-34	
700910	31	31-34	
700991	31	31-34	
700992	31	31-34	
701010	31	31-34	
701020	31	31-34	
701090	31	31-34	
701110	31	31-34	
701120	31	31-34	
701190	31	31-34	
701310	31	31-34	
701322	31	31-34	
701328	31	31-34	
701333	31	31-34	
701337	31	31-34	
701341	31	31-34	
701342	31	31-34	
701349	31	31-34	
701391	31	31-34	
701399	31	31-34	
701400	31	31-34	
701510	31	31-34	
701590	31	31-34	
701610	31	31-34	
701690	31	31-34	
701710	31	31-34	
701720	31	31-34	
701790	31	31-34	
701810	31	31-34	
701820	31	31-34	
701890	31	31-34	
701911	31	31-34	
701912	31	31-34	
701919	31	31-34	
701931	31	31-34	
701932	31	31-34	
701939	31	31-34	
701940	31	31-34	
701951	31	31-34	
701952	31	31-34	
701959	31	31-34	
701990	31	31-34	
702000	31	31-34	
710110	40	39-43	
710121	40	39-43	
710122	40	39-43	
710210	40	39-43	
710221	40	39-43	
710229	40	39-43	
710231	40	39-43	
710239	40	39-43	
710310	40	39-43	
710391	40	39-43	
710399	40	39-43	
710410	40	39-43	
710420	40	39-43	
710490	40	39-43	
710510	40	39-43	
710590	40	39-43	
710610	40	39-43	
710691	40	39-43	
710692	40	39-43	
710700	40	39-43	
710811	40	39-43	
710812	40	39-43	
710813	40	39-43	
710820	40	39-43	
710900	40	39-43	
711011	40	39-43	
711019	40	39-43	
711021	40	39-43	
711029	40	39-43	
711031	40	39-43	
711039	40	39-43	
711041	40	39-43	
711049	40	39-43	
711100	40	39-43	
711230	41	39-43	
711291	41	39-43	
711292	41	39-43	
711299	41	39-43	
711311	40	39-43	
711319	40	39-43	
711320	40	39-43	
711411	40	39-43	
711419	40	39-43	
711420	40	39-43	
711510	40	39-43	
711590	40	39-43	
711610	40	39-43	
711620	40	39-43	
711711	40	39-43	
711719	40	39-43	
711790	40	39-43	
711810	40	39-43	
711890	40	39-43	
720110	32	31-34	
720120	32	31-34	
720150	32	31-34	
720211	32	31-34	
720219	32	31-34	
720221	32	31-34	
720229	32	31-34	
720230	32	31-34	
720241	32	31-34	
720249	32	31-34	
720250	32	31-34	
720260	32	31-34	
720270	32	31-34	
720280	32	31-34	
720291	32	31-34	
720292	32	31-34	
720293	32	31-34	
720299	32	31-34	
720310	32	31-34	
720390	32	31-34	
720410	41	39-43	
720421	41	39-43	
720429	41	39-43	
720430	41	39-43	
720441	41	39-43	
720449	41	39-43	
720450	41	39-43	
720510	32	31-34	
720521	32	31-34	
720529	32	31-34	
720610	32	31-34	
720690	32	31-34	
720711	32	31-34	
720712	32	31-34	
720719	32	31-34	
720720	32	31-34	
720810	32	31-34	
720825	32	31-34	
720826	32	31-34	
720827	32	31-34	
720836	32	31-34	
720837	32	31-34	
720838	32	31-34	
720839	32	31-34	
720840	32	31-34	
720851	32	31-34	
720852	32	31-34	
720853	32	31-34	
720854	32	31-34	
720890	32	31-34	
720915	32	31-34	
720916	32	31-34	
720917	32	31-34	
720918	32	31-34	
720925	32	31-34	
720926	32	31-34	
720927	32	31-34	
720928	32	31-34	
720990	32	31-34	
721011	32	31-34	
721012	32	31-34	
721020	32	31-34	
721030	32	31-34	
721041	32	31-34	
721049	32	31-34	
721050	32	31-34	
721061	32	31-34	
721069	32	31-34	
721070	32	31-34	
721090	32	31-34	
721113	32	31-34	
721114	32	31-34	
721119	32	31-34	
721123	32	31-34	
721129	32	31-34	
721190	32	31-34	
721210	32	31-34	
721220	32	31-34	
721230	32	31-34	
721240	32	31-34	
721250	32	31-34	
721260	32	31-34	
721310	32	31-34	
721320	32	31-34	
721391	32	31-34	
721399	32	31-34	
721410	32	31-34	
721420	32	31-34	
721430	32	31-34	
721491	32	31-34	
721499	32	31-34	
721510	32	31-34	
721550	32	31-34	
721590	32	31-34	
721610	32	31-34	
721621	32	31-34	
721622	32	31-34	
721631	32	31-34	
721632	32	31-34	
721633	32	31-34	
721640	32	31-34	
721650	32	31-34	
721661	32	31-34	
721669	32	31-34	
721691	32	31-34	
721699	32	31-34	
721710	32	31-34	
721720	32	31-34	
721730	32	31-34	
721790	32	31-34	
721810	32	31-34	
721891	32	31-34	
721899	32	31-34	
721911	32	31-34	
721912	32	31-34	
721913	32	31-34	
721914	32	31-34	
721921	32	31-34	
721922	32	31-34	
721923	32	31-34	
721924	32	31-34	
721931	32	31-34	
721932	32	31-34	
721933	32	31-34	
721934	32	31-34	
721935	32	31-34	
721990	32	31-34	
722011	32	31-34	
722012	32	31-34	
722020	32	31-34	
722090	32	31-34	
722100	32	31-34	
722211	32	31-34	
722219	32	31-34	
722220	32	31-34	
722230	32	31-34	
722240	32	31-34	
722300	32	31-34	
722410	32	31-34	
722490	32	31-34	
722511	32	31-34	
722519	32	31-34	
722530	32	31-34	
722540	32	31-34	
722550	32	31-34	
722591	32	31-34	
722592	32	31-34	
722599	32	31-34	
722611	32	31-34	
722619	32	31-34	
722620	32	31-34	
722691	32	31-34	
722692	32	31-34	
722699	32	31-34	
722710	32	31-34	
722720	32	31-34	
722790	32	31-34	
722810	32	31-34	
722820	32	31-34	
722830	32	31-34	
722840	32	31-34	
722850	32	31-34	
722860	32	31-34	
722870	32	31-34	
722880	32	31-34	
722920	32	31-34	
722990	32	31-34	
730110	33	31-34	
730120	33	31-34	
730210	33	31-34	
730230	33	31-34	
730240	33	31-34	
730290	33	31-34	
730300	33	31-34	
730411	33	31-34	
730419	33	31-34	
730422	33	31-34	
730423	33	31-34	
730424	33	31-34	
730429	33	31-34	
730431	33	31-34	
730439	33	31-34	
730441	33	31-34	
730449	33	31-34	
730451	33	31-34	
730459	33	31-34	
730490	33	31-34	
730511	33	31-34	
730512	33	31-34	
730519	33	31-34	
730520	33	31-34	
730531	33	31-34	
730539	33	31-34	
730590	33	31-34	
730611	33	31-34	
730619	33	31-34	
730621	33	31-34	
730629	33	31-34	
730630	33	31-34	
730640	33	31-34	
730650	33	31-34	
730661	33	31-34	
730669	33	31-34	
730690	33	31-34	
730711	33	31-34	
730719	33	31-34	
730721	33	31-34	
730722	33	31-34	
730723	33	31-34	
730729	33	31-34	
730791	33	31-34	
730792	33	31-34	
730793	33	31-34	
730799	33	31-34	
730810	33	31-34	
730820	33	31-34	
730830	33	31-34	
730840	33	31-34	
730890	33	31-34	
730900	33	31-34	
731010	33	31-34	
731021	33	31-34	
731029	33	31-34	
731100	33	31-34	
731210	33	31-34	
731290	33	31-34	
731300	33	31-34	
731412	33	31-34	
731414	33	31-34	
731419	33	31-34	
731420	33	31-34	
731431	33	31-34	
731439	33	31-34	
731441	33	31-34	
731442	33	31-34	
731449	33	31-34	
731450	33	31-34	
731511	33	31-34	
731512	33	31-34	
731519	33	31-34	
731520	33	31-34	
731581	33	31-34	
731582	33	31-34	
731589	33	31-34	
731590	33	31-34	
731600	33	31-34	
731700	33	31-34	
731811	33	31-34	
731812	33	31-34	
731813	33	31-34	
731814	33	31-34	
731815	33	31-34	
731816	33	31-34	
731819	33	31-34	
731821	33	31-34	
731822	33	31-34	
731823	33	31-34	
731824	33	31-34	
731829	33	31-34	
731940	40	39-43	
731990	40	39-43	
732010	33	31-34	
732020	33	31-34	
732090	33	31-34	
732111	33	31-34	
732112	33	31-34	
732119	33	31-34	
732181	33	31-34	
732182	33	31-34	
732189	33	31-34	
732190	33	31-34	
732211	33	31-34	
732219	33	31-34	
732290	33	31-34	
732310	33	31-34	
732391	33	31-34	
732392	33	31-34	
732393	33	31-34	
732394	33	31-34	
732399	33	31-34	
732410	33	31-34	
732421	33	31-34	
732429	33	31-34	
732490	33	31-34	
732510	33	31-34	
732591	33	31-34	
732599	33	31-34	
732611	33	31-34	
732619	33	31-34	
732620	33	31-34	
732690	33	31-34	
740100	32	31-34	
740200	32	31-34	
740311	32	31-34	
740312	32	31-34	
740313	32	31-34	
740319	32	31-34	
740321	32	31-34	
740322	32	31-34	
740329	32	31-34	
740400	41	39-43	
740500	32	31-34	
740610	32	31-34	
740620	32	31-34	
740710	32	31-34	
740721	32	31-34	
740729	32	31-34	
740811	32	31-34	
740819	32	31-34	
740821	32	31-34	
740822	32	31-34	
740829	32	31-34	
740911	32	31-34	
740919	32	31-34	
740921	32	31-34	
740929	32	31-34	
740931	32	31-34	
740939	32	31-34	
740940	32	31-34	
740990	32	31-34	
741011	32	31-34	
741012	32	31-34	
741021	32	31-34	
741022	32	31-34	
741110	33	31-34	
741121	33	31-34	
741122	33	31-34	
741129	33	31-34	
741210	33	31-34	
741220	33	31-34	
741300	33	31-34	
741510	33	31-34	
741521	33	31-34	
741529	33	31-34	
741533	33	31-34	
741539	33	31-34	
741810	33	31-34	
741820	33	31-34	
741910	33	31-34	
741991	33	31-34	
741999	33	31-34	
750110	32	31-34	
750120	32	31-34	
750210	32	31-34	
750220	32	31-34	
750300	41	39-43	
750400	32	31-34	
750511	32	31-34	
750512	32	31-34	
750521	32	31-34	
750522	32	31-34	
750610	32	31-34	
750620	32	31-34	
750711	33	31-34	
750712	33	31-34	
750720	33	31-34	
750810	33	31-34	
750890	33	31-34	
760110	32	31-34	
760120	32	31-34	
760200	41	39-43	
760310	32	31-34	
760320	32	31-34	
760410	32	31-34	
760421	32	31-34	
760429	32	31-34	
760511	32	31-34	
760519	32	31-34	
760521	32	31-34	
760529	32	31-34	
760611	32	31-34	
760612	32	31-34	
760691	32	31-34	
760692	32	31-34	
760711	32	31-34	
760719	32	31-34	
760720	32	31-34	
760810	33	31-34	
760820	33	31-34	
760900	33	31-34	
761010	33	31-34	
761090	33	31-34	
761100	33	31-34	
761210	33	31-34	
761290	33	31-34	
761300	33	31-34	
761410	33	31-34	
761490	33	31-34	
761510	33	31-34	
761520	33	31-34	
761610	33	31-34	
761691	33	31-34	
761699	33	31-34	
780110	32	31-34	
780191	32	31-34	
780199	32	31-34	
780200	41	39-43	
780411	32	31-34	
780419	32	31-34	
780420	32	31-34	
780600	33	31-34	
790111	32	31-34	
790112	32	31-34	
790120	32	31-34	
790200	41	39-43	
790310	32	31-34	
790390	32	31-34	
790400	32	31-34	
790500	32	31-34	
790700	33	31-34	
800110	32	31-34	
800120	32	31-34	
800200	41	39-43	
800300	32	31-34	
800700	33	31-34	
810110	32	31-34	
810194	32	31-34	
810196	32	31-34	
810197	41	39-43	
810199	32	31-34	
810210	32	31-34	
810294	32	31-34	
810295	32	31-34	
810296	32	31-34	
810297	41	39-43	
810299	32	31-34	
810320	32	31-34	
810330	41	39-43	
810390	32	31-34	
810411	32	31-34	
810419	32	31-34	
810420	41	39-43	
810430	32	31-34	
810490	32	31-34	
810520	32	31-34	
810530	41	39-43	
810590	32	31-34	
810600	32	31-34	
810720	32	31-34	
810730	41	39-43	
810790	32	31-34	
810820	32	31-34	
810830	41	39-43	
810890	32	31-34	
810920	32	31-34	
810930	41	39-43	
810990	32	31-34	
811010	32	31-34	
811020	41	39-43	
811090	32	31-34	
811100	32	31-34	
811212	32	31-34	
811213	41	39-43	
811219	32	31-34	
811221	32	31-34	
811222	41	39-43	
811229	32	31-34	
811251	32	31-34	
811252	41	39-43	
811259	32	31-34	
811292	32	31-34	A
811299	32	31-34	
811300	32	31-34	
820110	33	31-34	
820130	33	31-34	
820140	33	31-34	
820150	33	31-34	
820160	33	31-34	
820190	33	31-34	
820210	33	31-34	
820220	33	31-34	
820231	33	31-34	
820239	33	31-34	
820240	33	31-34	
820291	33	31-34	
820299	33	31-34	
820310	33	31-34	
820320	33	31-34	
820330	33	31-34	
820340	33	31-34	
820411	33	31-34	
820412	33	31-34	
820420	33	31-34	
820510	33	31-34	
820520	33	31-34	
820530	33	31-34	
820540	33	31-34	
820551	33	31-34	
820559	33	31-34	
820560	33	31-34	
820570	33	31-34	
820590	33	31-34	
820600	33	31-34	
820713	33	31-34	
820719	33	31-34	
820720	33	31-34	
820730	33	31-34	
820740	33	31-34	
820750	33	31-34	
820760	33	31-34	
820770	33	31-34	
820780	33	31-34	
820790	33	31-34	
820810	33	31-34	
820820	33	31-34	
820830	33	31-34	
820840	33	31-34	
820890	33	31-34	
820900	33	31-34	
821000	33	31-34	
821110	33	31-34	
821191	33	31-34	
821192	33	31-34	
821193	33	31-34	
821194	33	31-34	
821195	33	31-34	
821210	33	31-34	
821220	33	31-34	
821290	33	31-34	
821300	33	31-34	
821410	33	31-34	
821420	33	31-34	
821490	33	31-34	
821510	33	31-34	
821520	33	31-34	
821591	33	31-34	
821599	33	31-34	
830110	33	31-34	
830120	33	31-34	
830130	33	31-34	
830140	33	31-34	
830150	33	31-34	
830160	33	31-34	
830170	33	31-34	
830210	33	31-34	
830220	33	31-34	
830230	33	31-34	
830241	33	31-34	
830242	33	31-34	
830249	33	31-34	
830250	33	31-34	
830260	33	31-34	
830300	33	31-34	
830400	33	31-34	
830510	33	31-34	
830520	33	31-34	
830590	33	31-34	
830610	33	31-34	
830621	33	31-34	
830629	33	31-34	
830630	33	31-34	
830710	33	31-34	
830790	33	31-34	
830810	40	39-43	
830820	40	39-43	
830890	40	39-43	
830910	33	31-34	
830990	33	31-34	
831000	33	31-34	
831110	34	31-34	
831120	34	31-34	
831130	34	31-34	
831190	34	31-34	
840110	34	31-34	
840120	34	31-34	
840130	34	31-34	
840140	34	31-34	
840211	34	31-34	
840212	34	31-34	
840219	34	31-34	
840220	34	31-34	
840290	34	31-34	
840310	34	31-34	
840390	34	31-34	
840410	34	31-34	
840420	34	31-34	
840490	34	31-34	
840510	34	31-34	
840590	34	31-34	
840610	34	31-34	
840681	34	31-34	
840682	34	31-34	
840690	34	31-34	
840710	34	31-34	
840721	34	31-34	
840729	34	31-34	
840731	34	31-34	
840732	34	31-34	
840733	34	31-34	
840734	34	31-34	
840790	34	31-34	
840810	34	31-34	
840820	34	31-34	
840890	34	31-34	
840910	34	31-34	
840991	34	31-34	
840999	34	31-34	
841011	34	31-34	
841012	34	31-34	
841013	34	31-34	
841090	34	31-34	
841111	34	31-34	
841112	34	31-34	
841121	34	31-34	
841122	34	31-34	
841181	34	31-34	
841182	34	31-34	
841191	34	31-34	
841199	34	31-34	
841210	34	31-34	
841221	34	31-34	
841229	34	31-34	
841231	34	31-34	
841239	34	31-34	
841280	34	31-34	
841290	34	31-34	
841311	34	31-34	
841319	34	31-34	
841320	34	31-34	
841330	34	31-34	
841340	34	31-34	
841350	34	31-34	
841360	34	31-34	
841370	34	31-34	
841381	34	31-34	
841382	34	31-34	
841391	34	31-34	
841392	34	31-34	
841410	34	31-34	
841420	34	31-34	
841430	34	31-34	
841440	34	31-34	
841451	34	31-34	
841459	34	31-34	
841460	34	31-34	
841480	34	31-34	
841490	34	31-34	
841510	34	31-34	
841520	34	31-34	
841581	34	31-34	
841582	34	31-34	
841583	34	31-34	
841590	34	31-34	
841610	34	31-34	
841620	34	31-34	
841630	34	31-34	
841690	34	31-34	
841710	34	31-34	
841720	34	31-34	
841780	34	31-34	
841790	34	31-34	
841810	34	31-34	
841821	34	31-34	
841829	34	31-34	
841830	34	31-34	
841840	34	31-34	
841850	34	31-34	
841861	34	31-34	
841869	34	31-34	
841891	34	31-34	
841899	34	31-34	
841911	34	31-34	
841919	34	31-34	
841920	34	31-34	
841931	34	31-34	
841932	34	31-34	
841939	34	31-34	
841940	34	31-34	
841950	34	31-34	
841960	34	31-34	
841981	34	31-34	
841989	34	31-34	
841990	34	31-34	
842010	34	31-34	
842091	34	31-34	
842099	34	31-34	
842111	34	31-34	
842112	34	31-34	
842119	34	31-34	
842121	34	31-34	
842122	34	31-34	
842123	34	31-34	
842129	34	31-34	
842131	34	31-34	
842139	34	31-34	
842191	34	31-34	
842199	34	31-34	
842211	34	31-34	
842219	34	31-34	
842220	34	31-34	
842230	34	31-34	
842240	34	31-34	
842290	34	31-34	
842310	35	35-38	A
842320	34	31-34	
842330	34	31-34	
842381	35	35-38	A
842382	34	31-34	
842389	34	31-34	
842390	34	31-34	A
842410	34	31-34	
842420	34	31-34	
842430	34	31-34	
842481	34	31-34	
842489	34	31-34	
842490	34	31-34	
842511	34	31-34	
842519	34	31-34	
842531	34	31-34	
842539	34	31-34	
842541	34	31-34	
842542	34	31-34	
842549	34	31-34	
842611	34	31-34	
842612	34	31-34	
842619	34	31-34	
842620	34	31-34	
842630	34	31-34	
842641	34	31-34	
842649	34	31-34	
842691	34	31-34	
842699	34	31-34	
842710	34	31-34	
842720	34	31-34	
842790	34	31-34	
842810	34	31-34	
842820	34	31-34	
842831	34	31-34	
842832	34	31-34	
842833	34	31-34	
842839	34	31-34	
842840	34	31-34	
842860	34	31-34	
842890	34	31-34	
842911	34	31-34	
842919	34	31-34	
842920	34	31-34	
842930	34	31-34	
842940	34	31-34	
842951	34	31-34	
842952	34	31-34	
842959	34	31-34	
843010	34	31-34	
843020	34	31-34	
843031	34	31-34	
843039	34	31-34	
843041	34	31-34	
843049	34	31-34	
843050	34	31-34	
843061	34	31-34	
843069	34	31-34	
843110	34	31-34	
843120	34	31-34	
843131	34	31-34	
843139	34	31-34	
843141	34	31-34	
843142	34	31-34	
843143	34	31-34	
843149	34	31-34	
843210	34	31-34	
843221	34	31-34	
843229	34	31-34	
843230	34	31-34	
843240	34	31-34	
843280	34	31-34	
843290	34	31-34	
843311	34	31-34	
843319	34	31-34	
843320	34	31-34	
843330	34	31-34	
843340	34	31-34	
843351	34	31-34	
843352	34	31-34	
843353	34	31-34	
843359	34	31-34	
843360	34	31-34	
843390	34	31-34	
843410	34	31-34	
843420	34	31-34	
843490	34	31-34	
843510	34	31-34	
843590	34	31-34	
843610	34	31-34	
843621	34	31-34	
843629	34	31-34	
843680	34	31-34	
843691	34	31-34	
